"rowid","content","content_clean","label","hashtags_count","mentions_count","url_count","content_length","vocab_richness","n_capital_letters","n_punctuation_marks","n_curses","unique_words","total_words","numbers_count","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","afinn_sentiment","verbs","adjectives","nouns"
142,"a house :]","a house","0",0,0,0,10,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,"a kids cereal. :]","a kids cereal","0",0,0,0,17,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
144,"A L W A Y S : ]","a l w a y s","0",0,0,0,15,0.875,6,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
145,"A loud shakin' dancing singin toy thats really colorful and makes little ones learn lots of stuff!! :]","a loud shakin dancing singin toy thats really colorful and makes little ones learn lots of stuff","0",0,0,0,102,1,1,5,0,17,17,0,0,0,0,0,0,0,0,0,0,1,0,3,4,5
146,"a magazine","a magazine","0",0,0,0,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,"a nevershoutnever video","a nevershoutnever video","0",0,0,0,23,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
148,"A nice monster. I would wanna be the closet monster that hides in the closet but really im just nice and want a little kid friend to play with :]","a nice monster i would wanna be the closet monster that hides in the closet but really im just nice and want a little kid friend to play with","0",0,0,0,145,0.9,2,3,0,24,29,0,0,0,0,1,1,0,0,1,1,1,6,4,5,4
149,"a nursing degree already.r a lott of land to live off of.r some money i could just give away to those who work their entire life and can never get ahead.r &amp; a dog. bullmastiff. purebreed. i love them.","a nursing degree alreadyr a lott of land to live off ofr some money i could just give away to those who work their entire life and can never get aheadr amp a dog bullmastiff purebreed i love them","0",0,0,0,204,0.897435897435897,0,9,0,35,39,0,1,1,0,0,2,0,1,1,0,4,3,6,1,8
150,"A painted wooden dragon.","a painted wooden dragon","0",0,0,0,24,1,1,1,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
151,"A piece of grass?","a piece of grass","0",0,0,0,17,1,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
152,"a scientist lol","a scientist lol","0",0,0,0,15,1,0,0,0,3,3,0,0,1,0,0,0,0,0,1,0,1,3,0,0,1
153,"a sunrise in hot pink orange yellows and blues with a black tree across the skyline and hints of purple. its pretty sweet but it changes weekly usually :)","a sunrise in hot pink orange yellows and blues with a black tree across the skyline and hints of purple its pretty sweet but it changes weekly usually","0",0,0,0,154,0.931034482758621,0,3,0,26,28,0,2,3,1,1,3,2,2,3,3,3,3,1,7,7
154,"a thong","a thong","0",0,0,0,7,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,"a tonn :] I don't think my bf can hug me enough sometimes","a tonn i dont think my bf can hug me enough sometimes","0",0,0,0,57,1,1,3,0,12,12,0,0,0,0,0,1,0,0,1,0,1,2,2,0,2
156,"a week ago","a week ago","0",0,0,0,10,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
157,"a what?","a what","0",0,0,0,7,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"A writer. I wanted to be a writer creative novelist so bad.","a writer i wanted to be a writer creative novelist so bad","0",0,0,0,59,1,2,2,0,10,12,0,1,0,1,1,0,1,0,0,1,2,-1,1,2,3
159,"A year &amp; 2 months.","a year amp months","0",0,0,0,22,1,1,3,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
160,"a.job.being good pfffft.","ajobbeing good p t","0",0,0,0,24,1,0,3,0,4,4,0,0,1,0,0,1,0,1,1,0,1,3,1,1,2
161,"aaron carter  bayside  secondhand serenade  hoping for haley  and carrie underwood","aaron carter bayside secondhand serenade hoping for haley and carrie underwood","0",0,0,0,82,1,0,0,0,11,11,0,0,0,0,0,0,0,0,0,1,0,2,1,0,7
162,"about 900 lol i havent been on for a hot second","about lol i havent been on for a hot second","0",0,0,0,47,1,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,0,3,0,2,1
163,"About a month ago. For my yearly check up.","about a month ago for my yearly check up","0",0,0,0,42,1,2,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
164,"About schmidt. r The only movie I couldnt get through to save my life. And I love Jack Nicholson. But this movie was horrible.","about schmidt r the only movie i couldnt get through to save my life and i love jack nicholson but this movie was horrible","0",0,0,0,126,0.916666666666667,8,4,0,22,24,0,1,0,1,1,2,0,0,1,1,2,2,3,3,5
165,"accomplishment","accomplishment","0",0,0,0,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
166,"Actually i do!!! Just my whole experience with this fake a$$ friend!!</3","actually i do just my whole experience with this fake a friend","0",0,0,0,72,1,2,6,0,12,12,1,0,0,0,0,1,0,0,1,1,1,-3,1,1,3
167,"Adidas.","adidas","0",0,0,0,7,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,"Ah me. by griffen house :] idk why. It just makes me happy","ah me by griffen house idk why it just makes me happy","0",0,0,0,58,1,2,4,0,11,12,0,0,1,0,0,1,0,0,1,0,1,3,2,2,2
169,"ah me. by griffen house.","ah me by griffen house","0",0,0,0,24,1,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
170,"Aha love you too<3","aha love you too","0",0,0,0,18,1,1,0,0,4,4,1,0,0,0,0,1,0,0,0,0,1,3,1,0,1
171,"ahaha","ahaha","0",0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,"ahaha thankss kidd ndd yeah i knoo reallyy huh...theeree soo stupidd there to scaredd to sayy anythingg too myy face","ahaha thankss kidd ndd yeah i knoo reallyy huhtheeree soo stupidd there to scaredd to sayy anythingg too myy face","0",0,0,0,116,0.95,0,3,0,19,20,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4
173,"Ahaha!!! Yess of course aint dat rite @TruAce ?!?! Haha He so awesome tho! BCK OFF lol jk","ahaha yess of course aint dat rite truace haha he so awesome tho bck off lol jk","0",0,1,0,89,1,7,9,0,17,17,0,0,0,0,0,0,0,0,0,0,0,10,2,1,5
174,"ahahah ndd ii lovee mee alott off myy lil floricell(: <33","ahahah ndd ii lovee mee alott off myy lil floricell","0",0,0,0,57,1,0,2,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5
175,"ahahaha!!!(: It wuzz funn!(: lmao<3","ahahaha it wuzz funn lmao","0",0,0,0,35,1,1,8,0,5,5,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1
176,"Ahh","ahh","0",0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"Ahh.. Probably Cookies! D:","ahh probably cookies d","0",0,0,0,26,1,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
178,"Ahhh! I love em both but I would go for Justin Bieber!!! Well because i'm older. But I perfer them BOTH!","a i love em both but i would go for justin bieber well because im older but i perfer them both","0",0,0,0,104,0.904761904761905,9,7,0,17,21,0,0,0,0,0,1,1,0,0,0,1,3,3,1,1
179,"Ahhh!!;) wow 5yrs! man  its a gorgeous language! I love it!! this is my first year learnin it! haha NEWBIE!","a wow yrs man its a gorgeous language i love it this is my first year learnin it haha newbie","0",0,0,0,107,1,3,10,0,18,20,0,0,0,0,0,2,0,0,0,0,2,10,3,2,5
180,"alejandro by lady gaga","alejandro by lady gaga","0",0,0,0,22,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
181,"alien brains. go figure haha","alien brains go figure haha","0",0,0,0,28,1,0,1,0,5,5,0,0,0,1,1,0,0,0,0,1,1,3,1,1,1
182,"All the time. haha  Unless we're going out. Its uhhh more comfy!","all the time haha unless were going out its u more comfy","0",0,0,0,64,1,3,4,0,12,12,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1
183,"ALL thee twilight books chuz she got some good mula baby!","all thee twilight books chuz she got some good mula baby","0",0,0,0,57,1,1,1,0,11,11,0,0,1,0,0,2,0,1,1,0,2,3,1,1,5
184,"All three babay :)","all three babay","0",0,0,0,18,1,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,"all time? i have no idea. but i love comedy movies so i watch them pretty often","all time i have no idea but i love comedy movies so i watch them pretty often","0",0,0,0,79,0.882352941176471,0,2,0,15,17,0,0,3,0,1,2,0,0,1,0,2,4,3,1,3
186,"Alllrighhhtyy. :]","a rig tyy","0",0,0,0,17,1,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2
187,"Alone and in my sleep","alone and in my sleep","0",0,0,0,21,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1
188,"Along came polly.","along came polly","0",0,0,0,17,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,"along came polly. cause its funny","along came polly cause its funny","0",0,0,0,33,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
190,"Alrightt","alrightt","0",0,0,0,8,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"alrighty !","alrighty","0",0,0,0,10,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,"Always. haha sorry i didnt answer last night. I was half asleep when you called.","always haha sorry i didnt answer last night i was half asleep when you called","0",0,0,0,80,1,2,3,0,14,15,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
193,"ammmmmbbaaaaaa","a bb","0",0,0,0,14,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,"An eagle definantly.","an eagle definantly","0",0,0,0,20,1,1,1,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
195,"And why are you trying to give me advice.?","and why are you trying to give me advice","0",0,0,0,42,1,1,2,0,9,9,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
196,"Any time i think about doin that i forget im counting and then by the time i get to the end im like dang it!! haha","any time i think about doin that i forget im counting and then by the time i get to the end im like dang it haha","0",0,0,0,114,0.807692307692308,1,2,0,21,26,0,0,1,0,0,0,0,0,0,1,0,4,6,0,4
197,"anything jennifer lopez haha","anything jennifer lopez haha","0",0,0,0,28,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
198,"Anything thai and spicy.r mexican.r Veggies :]r Grapes  strawberries  Fruit. har And Rice. r I love food btw.","anything thai and spicyr mexicanr veggies r grapes strawberries fruit har and rice r i love food btw","0",0,0,0,109,1,7,7,0,16,18,0,0,0,0,0,2,0,0,1,0,2,3,1,1,8
199,"apple","apple","0",0,0,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
200,"APRIL","april","0",0,0,0,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
201,"April. my sisterr Timothy  my boyfriendr Dad. r r My very best would probably be........r April. She knows me best. Always. and how to handle me.","april my sisterr timothy my boyfriendr dad r r my very best would probably ber april she knows me best always and how to handle me","0",0,0,0,145,0.884615384615385,7,14,0,20,26,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3
202,"Are you a lonely boy?","are you a lonely boy","0",0,0,0,21,1,1,1,0,5,5,0,1,0,2,1,0,1,0,0,2,0,-2,0,1,1
203,"Are you anonymous?","are you anonymous","0",0,0,0,18,1,1,1,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
204,"ariel. definantly.","ariel definantly","0",0,0,0,18,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,"aries.","aries","0",0,0,0,6,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,"As friends...but nothing more than that  she doesn't like me like that","as friendsbut nothing more than that she doesnt like me like that","0",0,0,0,70,0.833333333333333,1,4,0,10,12,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0
207,"ashlee 13 florida 7th","ashlee florida th","0",0,0,0,21,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
208,"Ask your daddy (;","ask your daddy","0",0,0,0,17,1,1,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
209,"at night. i like to climb into bed clean :)","at night i like to climb into bed clean","0",0,0,0,43,1,0,3,0,9,9,0,0,0,0,0,1,0,0,1,0,1,4,2,1,2
210,"at the same time...... whaaaaaaaaaat? lol","at the same time wh t lol","0",0,0,0,41,1,0,7,0,7,7,0,0,1,0,0,0,0,0,0,0,0,3,0,1,3
211,"Ate it?","ate it","0",0,0,0,7,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
212,"ATM Rue 21;D Or Forever21 <3","atm rue d or forever","0",0,0,0,28,1,5,1,0,5,5,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0
213,"audrey hepburn","audrey hepburn","0",0,0,0,14,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
214,"Awee'  your gonna hand it too mee? Lol","awee your gonna hand it too mee lol","0",0,0,0,38,1,2,2,0,8,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
215,"Awhh i love ur earrings!","awhh i love ur earrings","0",0,0,0,24,1,1,1,0,5,5,0,0,0,0,0,1,0,0,0,0,1,3,1,0,1
216,"awhh i would saw lets! but i have a husband d:","awhh i would saw lets but i have a husband d","0",0,0,0,46,0.909090909090909,0,2,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
217,"awhhh :) good","aw good","0",0,0,0,13,1,0,2,0,2,2,0,0,1,0,0,1,0,1,1,0,1,3,0,1,0
218,"awhhh thank you jordy.. :)","aw thank you jordy","0",0,0,0,26,1,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
219,"awhhhh thank you sooo much!!! idk why people keep saying that i think im so pretty haha because i think im nothing special and then it brings me to the im fishing for compliments when im litterally not. idk who commented that  but thanks all these people need to get a life and stay out of mine because they obliously do not no me.","aw thank you s much idk why people keep saying that i think im so pretty haha because i think im nothing special and then it brings me to the im fishing for compliments when im litterally not idk who commented that but thanks all these people need to get a life and stay out of mine because they obliously do not no me","0",0,0,0,331,0.828125,0,5,0,51,64,0,0,1,0,0,2,0,0,1,0,2,7,14,1,5
220,"Aww thanks a ton. but honestly what?","aww thanks a ton but honestly what","0",0,0,0,36,1,1,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2
221,"aww thankss yuu aree to","aww thankss yuu aree to","0",0,0,0,23,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
222,"Awwhhh!!!Thank yuh Jacob ur really nice!!! Might be my new bestie <33 Thank YUH SO MUCH!","aww thank yuh jacob ur really nice might be my new bestie thank yuh so much","0",0,0,0,88,1,8,7,0,14,16,1,0,0,0,0,0,0,0,0,0,0,7,3,2,2
223,"Awww man you just reminded me! I wtch it sometimes bhut i love Big Mike! Pplz are really wrong bout letting Katie go!! Argh . .","a man you just reminded me i wtch it sometimes bhut i love big mike pplz are really wrong bout letting katie go argh","0",0,0,0,127,0.961538461538462,7,6,0,23,24,0,1,0,0,0,1,0,0,0,2,1,2,5,2,3
224,"babaysitting and lawn mowing until i was of age to get a legal job. and that was a gold star chili the restuarant.","babaysitting and lawn mowing until i was of age to get a legal job and that was a gold star chili the restuarant","0",0,0,0,114,0.869565217391304,0,2,0,20,23,0,0,1,0,0,1,0,0,2,0,4,1,4,2,5
225,"back to you","back to you","0",0,0,0,11,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,"BAD! the world without bees would mean we would die out in about 5 yrs..thats really bad! :(r SAVE THE BEES!","bad the world without bees would mean we would die out in about yrsthats really bad r save the bees","0",0,0,0,108,0.952380952380952,4,7,0,16,20,1,1,0,1,2,1,2,0,1,2,1,-7,2,3,5
227,"bahah yup that you do. but im not gonna tell the whole fuckign world what it is lol","bahah yup that you do but im not gonna tell the whole fuckign world what it is lol","0",0,0,0,83,1,0,1,0,18,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4
228,"bahaha i doubt it","bahaha i doubt it","0",0,0,0,17,1,0,0,0,4,4,0,0,0,0,1,0,1,0,1,1,0,-1,1,0,0
229,"bahaha idk :) whats goin on?","bahaha idk whats goin on","0",0,0,0,28,1,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
230,"baptist.","baptist","0",0,0,0,8,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,"bash my head against the wall hahaha ;)","bash my head against the wall hahaha","0",0,0,0,39,1,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3
232,"bath and body for sure :)","bath and body for sure","0",0,0,0,25,1,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
233,"Be truly Kind to one another.","be truly kind to one another","0",0,0,0,29,1,2,1,0,6,6,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0
234,"beach.","beach","0",0,0,0,6,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
235,"Beachhh !","beac","0",0,0,0,9,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"Beatles :]","beatles","0",0,0,0,10,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,"because banks are not trees","because banks are not trees","0",0,0,0,27,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
238,"Because I want to ask you questions!!!! DONT DELETE your formspring!! :{","because i want to ask you questions dont delete your formspring","0",0,0,0,72,1,4,8,0,11,11,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2
239,"because myspace is dead and FB is overrated. :) plus to expand my brain powers","because myspace is dead and fb is overrated plus to expand my brain powers","0",0,0,0,78,0.933333333333333,1,3,0,13,14,0,0,0,0,0,0,0,0,0,0,0,-2,2,1,4
240,"Because she is an amazing person  and I hope that she would agree with me when i say we're &quot;close friends&quot;...","because she is an amazing person and i hope that she would agree with me when i say were quotclose friendsquot","0",0,0,0,119,0.952380952380952,2,8,0,19,21,0,0,1,0,0,1,0,1,1,0,2,7,3,2,2
241,"because so many people revolve they're lives around their cellulars. its pathetic really.","because so many people revolve theyre lives around their cellulars its pathetic really","0",0,0,0,89,1,0,3,0,13,13,0,0,0,1,0,0,1,0,0,1,0,-2,1,1,4
242,"because there is nothing else to do.","because there is nothing else to do","0",0,0,0,36,1,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
243,"because they dont care","because they dont care","0",0,0,0,22,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
244,"Because they feel they have noone else that will love them. but truly i dont understand why people do that?? its very confusing to me. There's only about a biazillion people in this world that you can meet and fall in love with...why end it for one individual. theres so much more out there!","because they feel they have noone else that will love them but truly i dont understand why people do that its very confusing to me theres only about a biazillion people in this world that you can meet and fall in love withwhy end it for one individual theres so much more out there","0",0,0,0,291,0.907407407407407,2,10,0,47,54,0,0,0,0,0,1,1,0,0,1,1,4,8,3,5
245,"because your supposed to look up and be aware something is going to potentially hit you in the head..therefore i do look up just quickly and aware!! you should do the same. think about it! :)","because your supposed to look up and be aware something is going to potentially hit you in the headtherefore i do look up just quickly and aware you should do the same think about it","0",0,0,0,191,0.805555555555556,0,8,0,27,35,0,1,0,0,0,0,0,0,0,1,0,0,6,3,2
246,"Being able to control other peoples thoughts. hahahha","being able to control other peoples thoughts hahahha","0",0,0,0,53,1,1,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2
247,"Being able to fly!!!!!!!!!!! :] but it would have to be all the time hahahha","being able to fly but it would have to be all the time hahahha","0",0,0,0,76,0.933333333333333,1,13,0,13,14,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2
248,"being able to hide my feelings.","being able to hide my feelings","0",0,0,0,31,1,0,1,0,6,6,0,0,0,0,1,0,0,0,0,0,0,-1,1,1,1
249,"being bored enough to get on formspring hahha jk. listening to nagging. i hate nagging.","being bored enough to get on formspring hahha jk listening to nagging i hate nagging","0",0,0,0,87,0.866666666666667,0,3,0,13,15,0,1,0,1,1,0,1,0,0,1,0,-5,6,1,3
250,"bien. which is good in spanish. hahaha musta?","bien which is good in spanish hahaha musta","0",0,0,0,45,1,0,3,0,8,8,0,0,1,0,0,1,0,1,1,0,1,6,1,2,2
251,"blah","blah","0",0,0,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0
252,"Blahhhh","bla","0",0,0,0,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,"bloody mary. for sureeee","bloody mary for sur","0",0,0,0,24,1,0,1,0,4,4,0,1,0,1,1,0,1,0,0,1,0,-3,0,1,2
254,"boiled eggs :D hahaha","boiled eggs d hahaha","0",0,0,0,21,1,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1
255,"Bomb the white house.","bomb the white house","0",0,0,0,21,1,1,1,0,4,4,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1
256,"book :]","book","0",0,0,0,7,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257,"Both .","both","0",0,0,0,6,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,"both :)","both","0",0,0,0,7,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"both :P","both p","0",0,0,0,7,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
260,"Both! I love tea <3","both i love tea","0",0,0,0,19,1,2,1,0,4,4,1,0,0,0,0,1,0,0,0,0,1,3,1,0,1
